Sample	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	normal	tumor	tumor	normal	normal	tumor	tumor	tumor	tumor	normal	tumor	normal	normal	tumor	tumor	normal	normal	tumor	tumor	tumor	tumor	normal	tumor	normal
1252	0.207652106	1.094241618	8.53E-02	0.480580719	-0.669219176	-1.23024921	-1.383033603	-1.277895317	0.785728853	-0.365677272	-0.344917971	1.53246965	-1.420893703	-1.597165539	-0.309573422	-2.353342337	-1.188214463	-1.28684621	-0.520050857	-1.090503138	0.159786232	1.010716598	-1.619586723	-1.884199483	0.141468321	-0.439888989	-0.347645982	0.897888408	0.758207701	0.886259356	1.110535389	-1.690996401	-1.588088866	1.156427266	-0.726400619	-0.782320385	0.403113055	-1.310528536	0.982734088	0.387517943	2.31E-02	0.594369636	1.20458446	9.36E-02	1.84747297	0.160094464	0.988290632	0.85037223	0.764404164	1.092578201	-0.060173837	0.566556478	0.183890852	1.20289071	0.320458365	0.564933507	1.320657448	-0.259748198	-4.53E-02	0.722855284	0.267298919	0.943454797
1253	0.186242288	0.828354645	-0.557691129	-0.633884274	-0.676330061	-1.09390048	9.95E-02	-0.168813157	1.072361865	0.458782959	2.203078683	1.268631027	-1.288816174	-1.201876207	-0.327128973	-1.609829651	-0.537142483	-0.243402102	-0.321220591	-0.201502664	0.746331619	0.876402511	-1.81024063	-2.598513623	-0.143567266	-0.140857164	-0.963708886	0.640038526	1.25332347	0.683292377	0.346352269	-0.472786494	-1.005040654	0.705820216	-0.905425353	-1.065186397	0.237414429	-1.420907711	-1.242095965	0.683519615	-1.365385804	1.416565444	1.775385573	1.718070841	1.576907928	1.560688118	0.810664142	0.488426082	0.744631609	0.320765469	-0.140201502	0.55285158	-0.425395308	-0.280924818	0.600574224	-0.162860907	-1.604900417	-0.651787504	0.451369328	0.640116356	0.101816131	0.21309299
1254	-1.159503969	0.323582294	-1.029019813	-1.531305917	0.422465753	-0.909092109	-1.277988742	-0.330257849	-0.05419947	0.99424797	1.614775419	0.13763232	-0.506295003	-1.334220049	-9.75E-02	-1.124256403	-0.932897127	-1.860739237	-1.660507644	0.295678309	-0.263866549	0.386711327	-0.379973569	-1.494489768	-0.882139034	-0.582453104	-0.4046063	-0.141781529	1.794732634	0.619693881	1.832358119	1.013981363	-0.909181797	1.635779146	0.136260316	0.037219051	1.535417601	-1.069070999	0.327369141	9.77E-02	-1.217290084	-0.728199802	2.02574168	0.470859529	1.299476046	0.340337006	0.504237861	1.429088788	1.087500921	0.342357489	-0.401628702	-0.327818582	-0.888263269	0.535981846	0.857486332	1.16E-02	1.436476568	-1.571818151	-0.298435988	1.073661542	-6.82E-02	0.816546798
1255	-5.48E-02	0.850108838	0.434735968	0.343897263	-1.344455369	-1.966590985	-1.37E-02	-0.182311574	1.282623624	-0.141425454	-0.738482246	0.769661349	6.28E-02	-0.641058379	0.149755017	-1.233427309	-1.451828999	-1.868156156	-5.15E-02	-1.024942606	0.444349043	0.853546845	-1.843937354	-1.28422858	0.325625098	0.220224108	-0.152670118	1.519346728	1.85377033	0.542262866	1.926953998	-1.471155942	-1.07857112	1.241772537	-0.333228013	-0.646272645	1.939918504	-1.010864798	0.120228236	0.883355472	0.422745989	0.288325612	0.546136302	0.61774528	2.027859297	0.485545376	0.730680704	0.477204402	-0.674171587	-1.029502838	-1.634388673	0.900195485	0.994493396	1.047380194	-0.11653882	-1.504935047	-0.606460473	7.51E-02	0.262037358	-0.263859603	-0.158693037	-0.118328444
1256	0.377745507	-0.355763488	-1.735072351	-2.952956673	4.57E-02	-1.293523277	-0.336698853	-1.498713164	0.144149729	0.526824036	2.028388639	-2.17E-02	-0.537783754	-1.108083242	4.49E-02	-0.432710628	-0.855885972	-2.340997575	-0.933151624	-1.243659738	0.320319873	-4.20E-02	-8.93E-02	-2.305625466	0.743418563	0.7281691	0.639944265	1.027739087	1.609151144	1.685901659	0.830797123	0.459959023	0.256778202	0.954992532	0.138451998	-0.307492205	1.228606209	-0.13553967	0.215685664	0.94934049	-1.11238992	-0.425045777	0.530783503	1.359990942	1.278412161	1.039553263	1.64825565	0.207523062	-0.181011053	-0.123463912	0.666176356	0.172381481	-0.251417695	-1.329499538	0.32345027	-9.66E-02	-0.337655833	-0.43326068	0.604821241	0.346250752	-8.86E-02	-0.228944778
1257	0.310001583	0.898133998	-0.978352655	-5.43E-02	-0.676636496	-1.886738267	-0.538909397	-1.508431208	0.131227393	-1.390936296	0.398939604	0.450306573	-0.463290764	-0.977475512	-0.30251186	0.298580716	-2.490055587	-2.117825272	-0.734733786	-2.211199145	-0.124065036	-0.221291306	-1.996953884	-2.704257297	0.479729637	0.062189265	-0.242629892	1.632363181	1.09815082	0.736104404	1.238255368	-0.915074097	-0.579945759	0.231747552	0.779355253	-0.159373301	0.278575367	0.443731421	0.272095334	0.527416138	0.972940921	0.277985912	1.021408202	1.256879472	1.541915593	0.576727093	0.869791096	0.453239805	-0.599853858	0.753615349	8.79E-02	1.078770758	0.99245694	0.714598248	-0.047651416	0.114532946	0.820616053	0.304294381	0.737742084	0.544746803	0.222525276	0.312894736
1258	-1.098861151	0.364841388	0.205620102	-0.128622651	-0.379316351	0.151385169	-1.100953582	9.47E-02	0.261825534	1.161672906	3.72E-02	1.154205242	0.344563747	0.222099558	-0.140105904	-0.771999605	0.438722203	0.812553738	-0.751290865	-1.57E-03	-2.626848197	-0.635235317	-1.546865292	-1.1044232	-0.337613787	-1.945211257	-1.299026794	-0.575416374	-0.461624553	-0.689168668	0.92692503	0.323443862	-0.406239198	0.432344566	-0.740826357	-0.339717399	-0.593954016	-1.230728568	0.439654079	0.5638111	-0.093993862	1.595276161	1.661422079	1.58980311	1.492330144	1.270410967	0.356174844	1.345538279	0.61676127	1.826788341	-1.55266323	-0.188142534	-0.938418114	1.173140683	0.727931005	0.867916007	0.802943882	-2.06169538	-1.20474265	0.597092544	-0.074968311	1.161160916
1259	-0.293711195	0.25246374	-0.129423696	-7.27E-02	-0.900161109	-1.07271471	-0.290696706	-2.95E-02	-0.552637283	0.659767843	1.363712045	0.035912344	5.78E-02	-0.507922608	-5.02E-02	-1.525809491	-1.876438487	-1.654342742	-1.738337847	-0.15242692	0.550830986	1.800289644	-1.47980056	-2.373529259	-0.496874855	-0.696080308	-0.220026124	0.429502959	1.614104452	0.877851826	1.565398527	9.35E-02	-0.341045934	0.31978958	-0.310360528	-0.76641211	0.993010852	-0.54938732	0.266365098	0.233208489	-1.437977389	0.183714959	1.618428272	0.674822966	2.036428431	1.223977948	1.189963514	1.304623448	0.324549284	1.214710913	0.315905225	0.50998521	-0.930302616	1.05681563	-0.30835303	0.441514106	-0.376858409	-1.717571227	-0.721489962	0.741141791	-1.030118815	0.653103845
1260	6.24E-02	-0.175181663	-1.866206629	-1.46E-02	-1.343358776	-2.197037783	0.375025962	-1.255786307	0.638099108	-0.383014567	1.413946395	0.734611876	0.101675321	-0.804732831	0.430716534	0.260618757	0.123406154	-1.062984629	-0.660499126	-1.108215201	0.70969451	5.10E-02	-1.840414858	-2.810125725	0.694526868	0.34428891	0.260411844	0.330770473	1.972766436	1.889864791	1.183483406	3.96E-02	0.249680447	0.286311708	0.28424209	-0.649814516	0.412472725	-0.155086719	-1.037795594	0.69236086	-0.664680797	-0.178752199	0.95666162	2.529817313	1.075605079	1.721375548	1.206550065	-0.2477158	0.125325131	0.224300125	0.145349075	1.010235154	8.31E-02	-0.470457372	-0.410532683	-0.162333837	-1.708852611	-0.434945509	-0.409791274	-0.41575591	-0.261687091	0.110014982
1261	-1.544967779	-0.429643658	-1.694727164	-0.85364858	-0.579878466	-0.344927896	-0.167146275	-0.133247474	0.82974391	-0.153992968	1.105965029	0.173183103	-0.693455399	-6.49E-02	0.601167437	-8.37E-02	-0.963123351	-0.460923055	0.29743317	3.95E-02	-0.87282324	-0.707030226	-1.226841041	-2.580948636	0.989930535	-1.056207571	-1.093594936	-7.38E-02	3.34E-02	5.69E-02	-5.18E-03	-0.78653214	-5.34E-04	0.481236101	-2.64E-02	-3.61E-02	-1.009003498	0.47477153	3.13E-02	0.52378426	-1.508013109	1.194415233	1.883205787	1.586656075	1.378934217	2.387064065	2.475307661	0.601984172	-0.635029138	1.005385859	-0.131032115	1.479886373	4.18E-02	1.28391126	-0.143173405	0.747964436	-0.458133185	-2.093968883	0.840882204	0.219241382	-0.311483492	0.159271369
1262	-0.258924347	-0.444969448	-3.203032555	-1.621435351	1.118617305	-0.197175933	-1.137315178	-0.169781884	0.16369624	-1.37E-02	0.921861416	0.555958097	-0.812339406	-1.067312696	0.683611629	-1.557340749	-0.859671611	-1.203126432	-0.12751453	-7.34E-02	-0.451032821	-0.2249929	-0.3436514	-2.932893881	1.314674948	-0.648882778	-0.630347528	0.80060947	1.95E-02	-0.543276656	0.445975107	0.294770329	-0.431136585	0.753582549	-0.545477281	0.21787879	-0.972325322	0.234665588	0.904899698	0.282620042	-0.91393319	1.16040993	1.780110954	1.01202223	1.429673878	1.5805758	1.5804212	0.916432608	-0.148003619	0.761052735	0.660510492	1.707073233	0.130843544	1.100387084	6.64E-02	0.123128964	-0.356696474	-1.058711289	-0.197239423	-0.25951967	-8.61E-02	0.769275845
1263	-1.356972077	-0.689522007	-2.50671473	-1.433078066	-0.296681355	-1.191448928	-0.222746104	-1.108565861	1.222576822	-0.289092329	0.868563514	-0.182459096	-0.400307821	-0.928582364	0.483930278	-1.093102366	-1.589196826	-1.311126593	0.312611495	-0.766493248	0.166908267	-0.650627062	-0.615303799	-2.97892996	0.82399301	0.465289212	-0.582305766	0.731874384	0.524410462	0.734231091	0.429196849	0.405795634	0.13824124	0.79528609	-0.217172962	1.014131439	0.595480742	1.309459217	-1.03319979	0.315199164	-0.596549225	0.406713343	0.735195284	2.189354781	0.387162102	2.068436549	2.3603009	0.104711164	-0.786533143	4.57E-03	0.165726976	1.616688607	0.124831685	0.200805501	0.653203858	3.95E-02	0.119542444	-0.172833299	0.610570666	-0.270512972	0.298618987	-0.153080054
1264	-0.719473432	0.32702801	-1.430324356	-0.85648448	-0.526990469	-1.083115229	-0.960180419	-1.482458722	-1.442876416	0.581278486	1.476807364	-0.333206828	-0.382087682	-1.096756642	-0.55566961	-2.254829113	-1.498454856	-1.357881108	-1.966767936	-0.497440731	0.349953185	0.448013535	-0.993240348	-2.507033951	0.089104417	0.234504354	3.97E-02	0.828203741	1.622232861	1.524742141	0.816892797	0.207422645	0.171179027	0.547257493	-6.97E-02	0.218385313	0.54458799	0.274560607	-0.30737478	0.341179432	-1.250583674	0.196058443	1.503749722	1.30071509	1.778696682	1.663778705	1.658041904	1.080610613	0.488383226	9.98E-02	0.489167741	0.844537027	-0.147804296	0.603039406	0.202057232	0.336306163	-0.316695672	-0.521302768	0.285042563	0.775361017	0.356534329	0.253720094
1265	-1.334304471	5.53E-02	-2.76644874	-1.998745855	-0.446440544	-0.548227776	-2.220581193	-0.546740186	1.949037357	0.148304394	1.024746385	0.290108362	-0.7817882	-0.535526718	-0.221761603	1.42E-02	-0.169561747	-0.559482782	-0.04282742	-0.497691835	0.345457543	-0.695874148	0.737772168	-1.349654699	0.716389332	-0.787348039	-1.099185936	0.576347147	0.141312712	0.527534679	0.869444448	0.177324408	0.194853237	0.849823148	2.38E-02	0.407871926	-0.738420624	0.369472709	-0.279484673	0.120907749	-0.905844922	0.501170607	2.010621336	1.852940862	0.960039643	1.893931943	2.220573802	0.69132724	-1.004062187	0.799204952	-0.300819519	1.411522582	-0.781447107	0.672718742	-0.650311834	-7.99E-02	-1.29E-03	-1.610232616	0.675838322	-0.129452369	-0.347183845	0.200717822
1266	-0.500988874	0.205330897	-0.769224779	-0.886093689	0.356998831	-0.455513949	4.45E-02	-0.371838149	-0.434130855	0.533909126	1.795474616	0.206921299	0.934580776	-0.348909572	7.62E-02	-0.624226768	-0.607550297	-0.567661108	-0.442196637	-0.128286393	0.540128373	1.304411567	0.121719962	-0.827951633	0.592327583	0.869655224	0.709043814	1.30011403	1.63677449	1.65156914	0.525557517	0.523003827	4.33E-02	1.151032458	-0.373731995	0.274897278	0.541710214	0.536077557	-0.143641625	-1.563870139	-1.412617409	5.81E-02	0.29294855	1.688843398	1.507831067	1.343197843	1.054854205	1.133148354	-0.893736175	0.100729982	-0.302224423	0.13004521	-0.590795513	-0.235791321	-1.992345156	-2.428787764	-2.522083367	-1.493885063	0.790368679	-1.221175171	-1.262061899	-1.174063628
1267	-0.350907074	-0.190912789	-1.23688912	-2.064515355	9.74E-02	-0.208481279	-0.548122586	9.62E-02	0.931756425	0.646301312	1.026359395	0.503216559	0.547711362	-1.53E-02	0.366831781	-1.075773907	0.840256776	-0.361784351	-0.352253762	0.713231867	-0.701372948	0.320245039	3.48E-02	-1.3092795	-0.68374163	-2.06563763	-1.627045793	-0.575755981	0.217089557	0.488336539	2.682819403	-0.279213862	-1.622951148	0.315730819	-1.455788098	0.54940052	-0.461360656	-0.28965601	-0.471610992	-0.344992789	-1.452108987	0.307135531	0.661836926	1.131099679	1.054020328	1.68969861	1.217062223	0.44365781	-0.686943687	0.02451883	-0.513207617	0.867488271	0.466831534	0.961693367	2.381338232	0.586074356	0.2510028	-2.574958743	-2.83E-02	-8.89E-02	0.640788149	0.575799623
1268	0.361675972	0.377222243	-0.849619297	-0.242418878	-0.645272304	-0.88647865	-0.424159704	-0.856278904	0.661756699	-0.043634511	1.941535275	1.137799122	-0.565508837	-0.914737453	-6.16E-02	0.273199181	-9.46E-02	-1.017194023	-0.326191532	-0.61034268	0.1880651	0.283512815	-0.926806222	-3.589653491	0.105734213	-0.749466784	-0.602101254	0.286109049	0.694984952	0.787545629	0.240355136	-0.211032064	-0.496062039	0.208771195	-0.230026405	-0.798224023	4.38E-02	-1.081624295	-0.719657454	0.479739267	-0.797306065	0.581568966	1.499434077	1.556881714	1.4680047	0.776851701	0.406972099	0.113123888	0.323477672	3.696323801	0.328525481	1.21205307	0.39148422	-0.520248207	-8.00E-02	-1.212032144	-0.970258818	-0.46476151	0.987755007	0.643505534	-1.440679365	0.370253317
1269	-0.747951091	-0.244325429	-1.648135056	-1.512762042	-0.565135658	-0.264418365	-1.233740566	-0.573475103	-0.849869108	0.248503617	0.446670191	0.682650148	-1.73E-02	-0.830953723	-0.5490275	-0.986889505	-0.36422449	-1.24430833	-1.099775289	-0.35583303	-0.829500267	0.113775548	-2.37E-02	-2.635407242	0.61849064	-1.527741801	-0.748962886	0.330909706	-0.141678724	-0.468557055	2.097236833	1.658025658	0.803975587	1.114304969	5.98E-02	0.320822918	-0.746369931	-0.193594379	0.440048834	0.107185247	-0.968612003	1.08947796	2.453157635	0.695200284	1.583888715	1.209369357	0.228559103	0.937947607	-4.65E-02	1.353771217	0.610723313	0.976770766	-0.4894085	1.301481698	-0.184949452	0.490001041	1.007821686	-1.718783794	0.403143258	-0.934488331	0.109419112	1.253289941
1270	0.296344265	1.371355723	-0.23769889	0.668888149	-0.385824758	-1.271792999	-0.416115972	-0.558897759	-0.303654688	-6.17E-02	-0.644550838	0.740025131	7.31E-02	-0.101007648	0.553390911	-0.519242324	-1.217955474	-0.842948732	-0.855582303	-1.488557716	0.453519149	0.887461986	-1.922366184	-3.122207954	0.428310132	-0.392408497	-8.37E-02	1.18690824	1.510624684	0.782878102	1.989073274	-0.870212163	-1.331640519	0.784679491	-7.24E-02	-0.781282706	1.148626436	-0.74955066	-1.391511246	-0.430054919	-0.325762145	-3.81E-02	0.792484487	-0.657922644	2.16348611	0.687283215	0.623720333	1.271519364	-1.305139824	0.297056304	0.558239368	0.43394202	0.679730937	1.310523945	-0.472316036	-1.70E-03	1.560140068	-0.2552098	0.755826751	0.686892919	-1.447241454	-0.139844574
1271	0.413419215	0.250753832	-1.461018593	-0.963959824	0.398002025	-0.66952257	-0.203731567	-8.50E-02	-0.564690372	0.941817529	1.68936434	0.192311963	0.330050521	-0.245633058	-3.54E-02	-0.37039456	-0.608655196	-1.035770174	-0.203550381	0.289099835	0.269936019	0.649328241	0.341004987	-1.12371481	0.474772262	0.63520552	0.563240947	1.550961764	2.284637928	1.36469097	1.197294574	0.268326652	-0.345693673	0.912925004	0.529845689	8.13E-03	1.479079349	0.350021185	9.02E-02	-1.316817253	-0.92545421	-0.425790258	0.759257051	1.401042205	1.644219366	0.917482623	1.119689289	0.883895388	-1.065884167	0.382937416	-0.791139044	8.03E-02	-0.838073161	-0.81978424	-0.626939603	-2.270314857	-1.499446846	-1.447507343	0.383252763	-1.30783813	-1.358708621	-2.436024345
1272	-0.536789192	0.501190622	0.515772668	0.455947031	-0.787580631	-0.703451968	-0.317140736	-0.780816252	-0.484330084	0.477051455	-0.795970008	1.447525878	-0.129981845	-0.739633453	-0.220837476	-0.936510808	-0.324005835	-0.720692658	-0.701654842	-1.215980243	-0.809134336	-6.65E-03	-3.23416801	-1.514871185	-0.297832888	-0.956946495	-0.408479838	-3.57E-02	1.200507761	-0.537336021	0.944764129	-0.462458727	-0.919069282	0.500413581	-0.646741576	-1.044162666	9.31E-02	-2.06532083	0.41674113	0.402896761	0.86761519	1.483132204	1.392367255	0.361357568	2.027591938	5.87E-02	-0.167953554	1.310694202	1.324415405	1.995390023	-1.055265491	-3.13E-02	0.452701153	1.265134443	0.730058789	1.011031789	1.296742934	-0.690437304	-0.49328668	1.245973704	-9.98E-02	1.093477584
1273	9.28E-02	0.938069078	-6.09E-02	0.75459642	-0.399347521	-0.901887125	0.210146308	-0.172929421	1.172643432	0.290786944	-0.265785974	0.940187511	-0.220654898	-0.567669677	0.326807798	-0.462353399	-2.737643258	-1.920535106	-2.52E-02	-0.962939303	0.188529203	0.731278711	-2.528372788	-2.069642015	0.525913699	-0.174587411	-0.366830034	0.965046051	1.844393785	0.61393694	1.457254754	-1.506228347	-1.224326793	0.478235509	-0.326239687	-1.458787779	2.188380032	-1.095483753	0.361242917	-3.06E-02	-0.311523803	-0.111909071	1.347517526	0.798653911	1.869432589	0.501062615	0.753299987	0.769078888	-0.248462237	0.468721843	-0.538604056	0.28708841	0.126451316	1.053234437	0.153973899	5.11E-02	0.972886784	-0.947817416	-0.431288048	8.02E-02	-1.019916137	-0.224481293
1274	-0.116581677	0.700236385	0.838728732	0.269350507	-0.095992229	5.74E-02	0.351196712	0.607531146	0.244740337	1.056306784	1.470602783	0.504166561	-0.454590647	-1.014327708	-0.230690705	-0.879370572	-1.600601005	-2.109628536	-0.909443736	0.421540178	8.75E-02	0.425656978	-1.367253936	-1.923426614	0.75329086	-0.16538058	0.198599837	0.913059306	1.870446423	1.384827661	1.062358253	0.502239901	0.407112308	1.231048141	-0.239549615	-0.50506781	2.214244316	-0.438180526	7.55E-02	-0.796351832	-1.473469916	6.83E-02	0.405533021	0.301135314	1.112158935	0.252543524	1.556925915	1.717654842	0.355094021	0.381674464	-2.055961497	-0.534377268	-1.651809975	0.227887981	-0.681492251	-0.234605834	-0.241154956	-1.786015389	-1.533301606	0.241358598	-0.922086938	-0.307153065
1275	0.104391331	0.401745962	-0.826240906	-0.744959123	0.207914252	-0.661726195	-0.290314086	-0.393931849	-2.479642177	0.694974209	1.607352444	-0.28999087	0.134642178	-0.620153583	0.237634136	-0.543852435	-2.011938499	-2.246185764	-1.726145389	-0.148678843	0.541763003	1.138327149	-1.229572334	-1.984629004	-0.562028493	-0.507116004	-0.12040456	0.340905256	1.154069466	0.861931457	0.991154433	-0.182121806	-0.132469878	0.517298069	-0.44895244	-0.46962052	-3.83E-02	-0.555677226	-0.449177961	0.377986133	-1.421703391	0.140440128	1.518527027	1.435997969	1.772333934	1.796121754	1.594458074	1.193629854	0.870869915	7.00E-02	0.656971957	0.947676776	-0.625673779	1.201370338	0.269265616	0.111551133	-0.307467163	-1.422278654	5.15E-02	1.069327776	-0.698836281	0.127656779
1276	1.067798129	3.95E-02	-1.503816802	-0.410831416	-0.771194878	-1.154717799	-0.133988397	-0.186012833	0.844585519	-0.365974001	0.443240569	0.148824052	0.730646291	0.340512179	0.932013106	0.685754101	0.213969994	-1.639720684	0.257914672	-0.737376972	-0.534731587	-0.426722977	0.549093483	-2.811342043	1.083501268	-1.53548292	-0.694458499	1.008691688	-4.37E-02	0.10015803	0.52614386	-0.948208045	9.81E-03	0.416234687	-0.389075364	0.355544969	-2.818984367	0.904855667	5.16E-02	0.677214693	-0.801599118	-0.106456819	0.514486684	1.658432202	0.69550941	1.827423539	1.367524236	-1.142009195	-1.318101371	0.871799722	1.012838921	2.129723517	1.134536635	0.628790639	-3.44E-03	-0.454368678	-0.86811998	-1.16893208	0.953701166	-0.804838198	-0.430545764	2.23E-02
1277	-0.482026949	0.527135937	-0.358941089	-0.40252282	-0.256996322	-0.910987148	-0.14087545	-0.212576666	-0.574149467	1.025858225	1.877066952	0.497508491	-0.704285307	-1.265505046	-0.278638802	-1.317537486	-1.615937835	-2.28588618	-1.370562461	0.200175492	0.333205158	0.815918195	-0.913881762	-2.322386785	0.4344528	-0.490853693	-0.115088976	0.666154011	1.870070921	1.337002173	1.15514541	0.25758387	2.26E-02	0.692776074	-0.417094253	-0.564003248	1.568484321	-0.574937317	0.150282739	-0.355513249	-1.848096145	0.225579176	1.69719968	-0.306094751	1.851206446	1.066668305	1.876362117	1.55352321	7.93E-02	0.418264901	0.357537986	0.124783976	-0.446352292	0.443723009	0.273322809	2.96E-03	-0.33702412	-1.886727152	-0.378908624	0.329544377	-0.51126441	-8.57E-02
1278	-0.422709832	-0.776438315	-2.579153937	-2.442730412	-0.346760663	-0.532437512	-0.807980937	-1.139797527	1.085841614	0.436666834	1.800259312	0.432508152	-0.673667381	-1.116547007	-0.481837914	-1.085857683	-0.791770203	-0.843587582	-0.608486956	0.151935426	-1.754845825	-0.609335789	0.379353616	-1.830976621	-8.29E-02	-0.184332078	-0.460903204	0.706710806	0.228247317	0.39943906	0.19357065	0.355160609	0.501111678	1.216246	-1.002940435	0.888617188	0.637508193	8.64E-02	7.96E-02	0.22746938	-0.371286917	1.251574706	1.276439201	1.708133171	0.924639299	1.65102456	2.299010436	0.962174923	-0.822884562	-5.11E-02	-0.546750666	1.558425056	-0.554215385	0.750699226	1.220554602	0.527480709	0.504045936	-0.703188702	-0.483874847	-0.543065776	-0.158878606	0.37033507
